LogID,Timestamp,Approach,ServerID,ResponseTime,Utilization,TaskLoad,TotalTasks,AlgorithmUsed,SimulationID
1761249179064828,1761249179.0648284,ACO,Server-24,0.7122683300057074,43.85433649960875,31.09,3,ACO,
1761249179094465,1761249179.0944653,ACO,Server-4,0.8657688218762161,47.65678007118383,10.84,3,ACO,
1761249179124471,1761249179.1244712,ACO,Server-2,0.9357814389946195,65.86360960728157,56.94,2,ACO,
1761249179154114,1761249179.1541138,ACO,Server-16,0.6867027404905681,22.767549287731445,11.51,2,ACO,
1761249179182829,1761249179.1828291,ACO,Server-20,0.8194346082104659,65.24245230034487,44.41,3,ACO,
1761249179212357,1761249179.212357,ACO,Server-11,0.6631419965319302,21.44,21.44,1,ACO,
1761249179239966,1761249179.2399662,ACO,Server-20,0.8662761371586847,58.118027141395636,23.33,4,ACO,
1761249179268771,1761249179.268771,ACO,Server-7,0.8260520154546951,18.24842989365959,16.75,5,ACO,
1761249179295674,1761249179.2956736,ACO,Server-19,0.8179873000877411,39.97018082910563,10.86,4,ACO,
1761249179323479,1761249179.323479,ACO,Server-13,0.8763591913734181,50.16661571485454,11.66,4,ACO,
1761249179350984,1761249179.3509836,ACO,Server-9,0.9168296798037916,44.83938790139388,17.78,2,ACO,
1761249179379034,1761249179.3790338,ACO,Server-14,0.6379598934253072,18.62446558029077,5.74,3,ACO,
1761249179666363,1761249179.6663628,ACO,Server-18,1.1285349657240609,65.3283403525692,8.81,5,ACO,
1761249179697734,1761249179.6977336,ACO,Server-11,0.6547685268747804,15.488198669444078,10.59,2,ACO,
1761249179728424,1761249179.7284236,ACO,Server-10,1.1004311241855103,68.28683305380505,9.59,5,ACO,
1761249179756652,1761249179.7566524,ACO,Server-21,0.9297173222156146,59.86548326308473,20.0,5,ACO,
1761249179787903,1761249179.7879033,ACO,Server-9,0.9817359096989676,55.37563089034121,17.84,3,ACO,
1761249179819923,1761249179.8199232,ACO,Server-20,0.9303629213467444,75.51838832373716,34.08,5,ACO,
1761249179850693,1761249179.8506932,ACO,Server-2,1.3990767877268542,0.0,91.37,3,ACO,
1761249179879963,1761249179.8799632,ACO,Server-11,0.6822382380147527,27.071482225858723,15.55,3,ACO,
1761249180055674,1761249180.0556743,ACO,Server-25,0.7644877956076583,66.83355011573889,41.77,4,ACO,
1761249180088682,1761249180.088682,ACO,Server-2,1.2163728692003424,21.34,21.34,4,ACO,
1761249180119328,1761249180.1193278,ACO,Server-6,0.7294564393982258,27.21642262656073,13.06,2,ACO,
1761249180151184,1761249180.1511843,ACO,Server-24,1.044644421382121,0.0,72.44,4,ACO,
1761249180182036,1761249180.1820357,ACO,Server-14,0.6534633572494353,25.407598527490947,9.81,4,ACO,
1761249180213668,1761249180.2136683,ACO,Server-12,0.6750906788022425,28.706491208243108,10.32,5,ACO,
1761249180244382,1761249180.2443821,ACO,Server-16,0.9188107523459895,84.87740428612881,65.86,3,ACO,
1761249180271156,1761249180.2711556,ACO,Server-14,0.686415739908478,31.649319432244493,13.94,5,ACO,
1761249180299507,1761249180.2995067,ACO,Server-19,0.9267135217462356,85.82868355839014,50.09,5,ACO,
1761249180328079,1761249180.328079,ACO,Server-11,0.8546392227600249,88.7736077038625,72.31,4,ACO,
1761249180354592,1761249180.3545923,ACO,Server-7,0.8331624548153935,46.06320686456506,35.79,6,ACO,
1761249180383481,1761249180.383481,ACO,Server-15,0.6246266896575778,26.91788666967853,12.4,4,ACO,
1761249180585204,1761249180.585204,ACO,Server-15,0.6352220911691889,28.027728312359475,8.15,5,ACO,
1761249180622188,1761249180.6221879,ACO,Server-13,0.9086966187800124,63.622749158483025,21.3,5,ACO,
1761249180652557,1761249180.6525567,ACO,Server-24,0.9457283739766696,8.49,8.49,5,ACO,
1761249180683916,1761249180.683916,ACO,Server-16,1.1713315381310427,0.0,58.88,4,ACO,
1761249180713975,1761249180.7139752,ACO,Server-22,0.9472712849558939,49.959524535615024,19.15,3,ACO,
1761249180744991,1761249180.7449913,ACO,Server-19,0.9665577834208564,68.36359935837137,15.82,6,ACO,
1761249180776665,1761249180.776665,ACO,Server-16,1.1431759663818584,53.410000000000004,53.41,5,ACO,
1761249180806459,1761249180.8064592,ACO,Server-24,0.8692855467666328,9.068992412391943,5.54,6,ACO,
1761249180835634,1761249180.8356345,ACO,Server-7,0.8419042219448553,43.82704853005666,20.38,7,ACO,
1761249180863349,1761249180.8633494,ACO,Server-16,1.0947088405736072,37.257307098149155,24.26,6,ACO,
1761249180890256,1761249180.8902562,ACO,Server-12,0.7576384098793034,67.46895165000207,44.22,6,ACO,
1761249181047127,1761249181.0471268,ACO,Server-22,0.977063080082192,61.706552945239814,24.88,4,ACO,
1761249181079163,1761249181.0791633,ACO,Server-11,0.8873169360685902,59.0141755820648,8.7,5,ACO,
1761249181109221,1761249181.109221,ACO,Server-8,1.4336341622442874,0.0,99.9,4,ACO,
1761249181141543,1761249181.1415431,ACO,Server-23,0.6793455547356486,36.949179042804474,24.83,2,ACO,
1761249181171416,1761249181.171416,ACO,Server-24,0.8630625293341305,43.75018799164241,37.64,7,ACO,
1761249181207877,1761249181.207877,ACO,Server-8,1.2735314769341164,14.32,14.32,5,ACO,
1761249181238891,1761249181.2388911,ACO,Server-9,0.9662005923028234,50.45059551703772,5.99,4,ACO,
1761249181266012,1761249181.2660124,ACO,Server-17,0.8439728802140977,43.23689200752596,14.06,5,ACO,
1761249181295798,1761249181.2957978,ACO,Server-21,0.9613869785401303,57.439560587564245,8.38,6,ACO,
1761249181324159,1761249181.3241591,ACO,Server-6,0.7667375328210643,42.12532406424051,22.8,3,ACO,
1761249181352336,1761249181.3523362,ACO,Server-3,0.628005356841474,16.257465377322497,5.73,3,ACO,
1761249181381080,1761249181.3810802,ACO,Server-4,0.9087698283846057,65.87598885786562,23.09,4,ACO,
1761249181409269,1761249181.4092693,ACO,Server-16,1.1148589402615403,78.57654924702045,52.96,7,ACO,
1761249181596210,1761249181.5962102,ACO,Server-3,0.6533101134933375,34.126399581760666,19.65,4,ACO,
1761249181631499,1761249181.6314993,ACO,Server-23,0.7556821857342849,50.819520535171215,33.15,3,ACO,
1761249181658971,1761249181.6589708,ACO,Server-2,1.1244712011915563,35.50193000653092,23.14,5,ACO,
1761249181689385,1761249181.6893852,ACO,Server-8,1.1904015480013952,31.71676763781405,24.93,6,ACO,
1761249181718235,1761249181.7182355,ACO,Server-1,1.3278706831237477,0.0,83.56,4,ACO,
1761249181742254,1761249181.742254,ACO,Server-23,0.8847992482362615,89.30588042240812,53.77,4,ACO,
1761249181767117,1761249181.7671173,ACO,Server-15,0.7571058210101658,87.81510054714839,64.38,6,ACO,
1761249181790768,1761249181.7907677,ACO,Server-25,0.81342272433616,60.85584684978562,17.81,5,ACO,
1761249181818741,1761249181.8187408,ACO,Server-14,0.7407689337438906,62.47236053796447,39.35,6,ACO,
1761249181847050,1761249181.84705,ACO,Server-1,1.1638859112910496,10.06,10.06,5,ACO,
1761249181876597,1761249181.8765972,ACO,Server-6,0.8108365208151742,45.54646961810185,20.77,4,ACO,
1761249181904813,1761249181.9048133,ACO,Server-3,0.6946240684194844,36.38388145925343,16.42,5,ACO,
1761249181933747,1761249181.9337466,ACO,Server-23,0.9980940614669187,93.27647966143961,40.13,5,ACO,
1761249182155617,1761249182.1556165,ACO,Server-17,0.8756928795406632,47.40409850217017,8.76,6,ACO,
1761249182187956,1761249182.1879563,ACO,Server-17,0.8995549022159837,48.390381915525765,7.25,7,ACO,
1761249182218268,1761249182.2182684,ACO,Server-14,0.7799923763516251,45.801651102840104,8.29,7,ACO,
1761249182248395,1761249182.2483954,ACO,Server-9,0.9920954195689984,60.56465395522144,14.53,5,ACO,
1761249182276389,1761249182.2763891,ACO,Server-13,0.9236300619048188,55.041352125915964,5.14,6,ACO,
1761249182307670,1761249182.30767,ACO,Server-1,1.123724326806141,51.929148219018586,47.01,6,ACO,
1761249182339180,1761249182.3391798,ACO,Server-17,0.9182121098389908,49.09473913924811,5.1,8,ACO,
1761249182365046,1761249182.3650463,ACO,Server-7,1.0542111175076339,0.0,90.76,8,ACO,
1761249182393477,1761249182.3934774,ACO,Server-4,0.9209406918557305,54.91996448344187,6.2,5,ACO,
1761249182420440,1761249182.4204404,ACO,Server-1,1.0766830955907503,38.909336120108506,14.06,7,ACO,
1761249182448474,1761249182.448474,ACO,Server-14,0.8044544301616953,56.589438986274246,17.05,8,ACO,
1761249182647542,1761249182.6475415,ACO,Server-8,1.1275823034667656,34.88635376256075,13.11,7,ACO,
1761249182682279,1761249182.6822789,ACO,Server-2,1.0965445549430803,48.0677872554776,21.07,6,ACO,
1761249182712611,1761249182.7126107,ACO,Server-6,0.904727352734187,82.9036798160906,52.89,5,ACO,
1761249182746585,1761249182.7465851,ACO,Server-7,1.0329221617316733,39.3,39.3,9,ACO,
1761249182772779,1761249182.7727795,ACO,Server-22,0.9988574879090729,68.50300427929774,14.9,5,ACO,
1761249182801693,1761249182.8016932,ACO,Server-24,0.8496884217565147,24.482166217302996,6.96,8,ACO,
1761249182830996,1761249182.8309956,ACO,Server-6,0.9095820501224833,52.08740807680216,5.93,6,ACO,
1761249182857304,1761249182.857304,ACO,Server-17,0.9384949231624549,53.58664355584184,6.06,9,ACO,
1761249182883854,1761249182.883854,ACO,Server-7,1.0059898442505568,26.609542760956916,6.21,10,ACO,
1761249182910586,1761249182.9105856,ACO,Server-3,0.7254760407963841,36.022490812438036,8.2,6,ACO,
1761249182936915,1761249182.9369152,ACO,Server-13,0.9653253114523664,69.89248278684614,17.88,7,ACO,
1761249182963561,1761249182.9635613,ACO,Server-18,1.170507083035795,80.37302519940752,19.97,6,ACO,
1761249183140783,1761249183.1407828,ACO,Server-4,0.949119791860463,66.70346863778789,14.38,6,ACO,
1761249183173368,1761249183.1733675,ACO,Server-17,0.9799584038464921,90.96309502823144,41.55,10,ACO,
1761249183203097,1761249183.2030973,ACO,Server-7,1.0273651019163752,66.49243915426717,44.01,11,ACO,
1761249183233285,1761249183.2332847,ACO,Server-12,0.8035348628136045,69.10264644182358,23.97,7,ACO,
1761249183263458,1761249183.2634583,ACO,Server-8,1.11690761612556,61.71280291702752,33.64,8,ACO,
1761249183293673,1761249183.2936726,ACO,Server-7,1.0807422185735414,95.77476567220137,50.89,12,ACO,
1761249183324233,1761249183.3242333,ACO,Server-17,1.0654771096366908,99.00883560064997,22.83,11,ACO,
1761249183351588,1761249183.351588,ACO,Server-24,0.9138620023593879,83.51052478184843,62.24,9,ACO,
1761249183379472,1761249183.3794715,ACO,Server-3,0.7817300140294012,54.97433940673382,23.47,7,ACO,
1761249183407672,1761249183.4076724,ACO,Server-6,0.9206271400996265,59.29053306454997,10.39,7,ACO,
1761249183436771,1761249183.436771,ACO,Server-3,0.8533011338152962,77.80842929571324,37.21,8,ACO,
1761249183465757,1761249183.4657574,ACO,Server-9,1.3318026271855008,0.0,89.63,6,ACO,
1761249183636591,1761249183.636591,ACO,Server-1,1.0474834423572388,34.366645434974544,6.43,8,ACO,
1761249183668021,1761249183.6680207,ACO,Server-24,0.950993993145105,78.56128227881473,18.96,10,ACO,
1761249183696854,1761249183.6968539,ACO,Server-1,1.0196832221062622,40.123071056665054,8.46,9,ACO,
1761249183724982,1761249183.724982,ACO,Server-8,1.106599922111732,49.79398633016687,14.1,9,ACO,
1761249183755758,1761249183.755758,ACO,Server-13,1.032170908374641,94.68287208106739,33.77,8,ACO,
1761249183785317,1761249183.7853172,ACO,Server-1,1.0506676721859116,82.96132612358082,46.91,10,ACO,
1761249183816605,1761249183.8166046,ACO,Server-2,1.1088530417948679,61.231553704411155,24.95,7,ACO,
1761249183845455,1761249183.8454547,ACO,Server-3,1.1943927407571604,0.0,97.4,9,ACO,
1761249183874867,1761249183.8748667,ACO,Server-9,1.2257266269848548,17.09,17.09,7,ACO,
1761249183903152,1761249183.9031515,ACO,Server-15,0.8036770778175493,64.04823105237075,15.09,7,ACO,
1761249183930611,1761249183.9306107,ACO,Server-3,1.1729413601942427,56.66,56.66,10,ACO,
1761249183959724,1761249183.9597244,ACO,Server-25,0.8551796379922602,59.857349546500984,10.84,6,ACO,
1761249183989019,1761249183.9890187,ACO,Server-15,0.8364576398468033,68.64381504148267,9.42,8,ACO,
1761249184156732,1761249184.1567316,ACO,Server-21,1.3073457583585475,0.0,99.68,7,ACO,
1761249184190371,1761249184.1903713,ACO,Server-9,1.1713882360021228,27.396055196444948,15.58,8,ACO,
1761249184222509,1761249184.222509,ACO,Server-9,1.12400333485542,36.11668749783078,16.49,9,ACO,
1761249184253116,1761249184.2531157,ACO,Server-5,1.164523136699346,77.15351480625186,16.67,3,ACO,
1761249184290282,1761249184.290282,ACO,Server-21,1.226332230655764,23.93,23.93,8,ACO,
1761249184320874,1761249184.320874,ACO,Server-19,0.9928468647220061,67.4419666243978,10.49,7,ACO,
1761249184351387,1761249184.3513868,ACO,Server-22,1.0952498006682665,96.82135301424401,39.2,6,ACO,
1761249184377739,1761249184.3777387,ACO,Server-9,1.0983958020016853,40.485002058458406,9.75,10,ACO,
1761249184405729,1761249184.4057293,ACO,Server-5,1.323925541759645,96.5914381028626,24.72,4,ACO,
1761249184433851,1761249184.4338515,ACO,Server-16,1.1299011188927877,66.9924405316121,24.35,8,ACO,
1761249184461557,1761249184.4615574,ACO,Server-11,1.2092535784078473,0.0,66.97,6,ACO,
1761249184489640,1761249184.4896398,ACO,Server-11,1.1053285528019425,5.79,5.79,7,ACO,
1761249184692389,1761249184.6923895,ACO,Server-19,1.0534931348401677,95.9009495919066,33.76,8,ACO,
1761249184724031,1761249184.7240307,ACO,Server-14,0.8287556502217343,57.355932895808735,6.11,9,ACO,
1761249184756371,1761249184.7563713,ACO,Server-11,1.0400198479625677,19.7663953877423,17.51,8,ACO,
1761249184785662,1761249184.7856624,ACO,Server-21,1.2202590438835648,72.77599978164427,66.98,9,ACO,
1761249184817642,1761249184.8176425,ACO,Server-24,0.9759582092812664,81.36682110175069,17.36,11,ACO,
1761249184847867,1761249184.8478673,ACO,Server-22,1.4493760593120102,0.0,80.92,7,ACO,
1761249184879255,1761249184.8792553,ACO,Server-21,1.1786078887290472,27.880195630454484,5.8,10,ACO,
1761249184906251,1761249184.9062514,ACO,Server-8,1.0911439142630064,48.90712399298231,7.13,10,ACO,
1761249184932460,1761249184.93246,ACO,Server-2,1.119212155676948,72.70398252232388,21.96,8,ACO,
1761249184961517,1761249184.9615173,ACO,Server-3,1.1416927722191479,34.260864244847454,19.29,11,ACO,
1761249184990844,1761249184.9908442,ACO,Server-1,1.0525511300978871,56.60372135835017,6.74,11,ACO,
1761249185148249,1761249185.1482494,ACO,Server-1,1.0731030569125057,72.51054005997499,18.47,12,ACO,
1761249185173814,1761249185.1738143,ACO,Server-21,1.1471984653471752,34.88630962664609,9.88,11,ACO,
1761249185199336,1761249185.199336,ACO,Server-11,1.0679862507143196,86.0864017453291,78.74,9,ACO,
1761249185226192,1761249185.2261918,ACO,Server-6,1.0703987404255,0.0,54.31,8,ACO,
1761249185253575,1761249185.2535753,ACO,Server-22,1.3266600348444961,5.63,5.63,8,ACO,
1761249185286429,1761249185.2864294,ACO,Server-3,1.1122738590227104,27.035289577293227,7.95,12,ACO,
1761249185319911,1761249185.319911,ACO,Server-6,1.0040589821156891,8.86,8.86,9,ACO,
1761249185348085,1761249185.348085,ACO,Server-19,1.0900985089200335,92.57530643576521,10.03,9,ACO,
1761249185377797,1761249185.3777971,ACO,Server-22,1.2466315834362314,22.162218627214997,19.31,9,ACO,
1761249185406645,1761249185.4066448,ACO,Server-3,1.094563299153424,35.84221663321145,11.45,13,ACO,
1761249185436280,1761249185.4362798,ACO,Server-6,0.9674166362696213,17.448180141735364,12.02,10,ACO,
1761249185462887,1761249185.4628873,ACO,Server-15,0.8876506437189905,78.29814782904548,13.86,9,ACO,
1761249185490520,1761249185.4905205,ACO,Server-20,0.977862282923998,76.43237994081593,18.63,6,ACO,
1761249185519233,1761249185.519233,ACO,Server-21,1.1307808461874613,46.60024035950956,17.27,12,ACO,
1761249185688744,1761249185.6887443,ACO,Server-8,1.100304451961901,69.66848640601661,23.88,11,ACO,
1761249185720058,1761249185.7200582,ACO,Server-23,1.14196081718569,98.46795745637586,18.78,6,ACO,
1761249185750545,1761249185.7505445,ACO,Server-22,1.2346508570851542,66.57326268530133,57.2,10,ACO,
1761249185782912,1761249185.7829125,ACO,Server-14,0.8616476982286312,62.64450017124928,7.35,10,ACO,
1761249185813714,1761249185.8137136,ACO,Server-24,1.0051265239464695,87.74788101992142,15.4,12,ACO,
1761249185842924,1761249185.8429244,ACO,Server-11,1.05411552094515,48.71707240106328,23.29,10,ACO,
1761249185873736,1761249185.873736,ACO,Server-6,0.934940786183672,21.249986763620456,10.48,11,ACO,
1761249185902248,1761249185.9022481,ACO,Server-8,1.104561351362604,69.41802248237508,7.05,12,ACO,
1761249185932072,1761249185.932072,ACO,Server-11,1.0414121402128267,47.28878096229082,16.05,11,ACO,
1761249185959632,1761249185.9596317,ACO,Server-9,1.0838926215379912,45.81151492358823,8.42,11,ACO,
1761249185988641,1761249185.9886408,ACO,Server-6,0.9129563168338164,26.283387563365174,9.57,12,ACO,
1761249186014972,1761249186.0149724,ACO,Server-21,1.1202531323432783,58.45606307337468,21.51,13,ACO,
1761249186043187,1761249186.043187,ACO,Server-9,1.1073422270493345,87.2745717947708,46.6,12,ACO,
1761249186220781,1761249186.220781,ACO,Server-22,1.22257662434887,58.05663756065047,19.51,11,ACO,
1761249186255006,1761249186.2550056,ACO,Server-4,0.9818858072489363,74.67524988057814,13.72,7,ACO,
1761249186286474,1761249186.2864738,ACO,Server-6,0.9063929243107387,30.058103901569005,11.14,13,ACO,
1761249186317020,1761249186.3170204,ACO,Server-20,1.0564241697270358,89.50246200056358,22.07,7,ACO,
1761249186348622,1761249186.348622,ACO,Server-3,1.107837266746599,74.90546592722046,45.91,14,ACO,
1761249186377836,1761249186.3778362,ACO,Server-11,1.1711246671025601,0.0,75.94,12,ACO,
1761249186408254,1761249186.4082537,ACO,Server-12,0.860546557977816,69.01283086282075,15.04,8,ACO,
1761249186437411,1761249186.4374108,ACO,Server-6,0.9029040781879576,40.26049780242158,13.92,14,ACO,
1761249186466872,1761249186.466872,ACO,Server-22,1.2192848399854765,75.91366288902647,31.76,12,ACO,
1761249186493043,1761249186.4930432,ACO,Server-25,0.9043289823416283,71.15334572029303,15.91,7,ACO,
1761249186521867,1761249186.5218673,ACO,Server-6,0.9204164349125618,58.41951007535041,24.05,15,ACO,
1761249186550416,1761249186.5504158,ACO,Server-20,1.297663862855058,0.0,46.8,8,ACO,
1761249186735079,1761249186.7350788,ACO,Server-18,1.1915518829821583,72.2411001524419,7.55,7,ACO,
1761249186768086,1761249186.7680864,ACO,Server-11,1.1270462178124983,12.689999999999998,12.69,13,ACO,
1761249186798364,1761249186.798364,ACO,Server-21,1.1284718823306752,63.75119118642558,21.36,14,ACO,
1761249186830139,1761249186.830139,ACO,Server-22,1.227428704998799,80.7304699306116,15.31,13,ACO,
1761249186859061,1761249186.8590615,ACO,Server-11,1.091754217948584,20.026198485120446,15.31,14,ACO,
1761249186888667,1761249186.8886673,ACO,Server-20,1.2214849432843724,17.41,17.41,9,ACO,
1761249186918846,1761249186.9188457,ACO,Server-12,0.8993572665468198,66.06365598616227,5.0,9,ACO,
1761249186947013,1761249186.9470134,ACO,Server-11,1.0676228486702237,28.699363857276488,15.81,15,ACO,
1761249186976694,1761249186.976694,ACO,Server-20,1.1579042904317314,15.746724261440171,7.27,10,ACO,
1761249187006722,1761249187.0067222,ACO,Server-15,0.9290570820199688,87.02946774801029,13.48,10,ACO,
1761249187033599,1761249187.033599,ACO,Server-10,1.146572731271162,84.75889118310161,20.28,6,ACO,
1761249187063409,1761249187.063409,ACO,Server-14,0.8934299199372933,73.78697202883767,14.12,11,ACO,
1761249187233044,1761249187.2330441,ACO,Server-21,1.2849523549904016,0.0,95.31,15,ACO,
1761249187262491,1761249187.2624915,ACO,Server-11,1.057267027205474,42.358136089604805,21.79,16,ACO,
1761249187288830,1761249187.28883,ACO,Server-21,1.2577869910575084,45.31,45.31,16,ACO,
1761249187315591,1761249187.315591,ACO,Server-12,0.9356348288248435,77.6575154957865,15.25,10,ACO,
1761249187340932,1761249187.340932,ACO,Server-18,1.2013509220302325,87.10508429754906,18.37,8,ACO,
1761249187367451,1761249187.3674514,ACO,Server-21,1.2555226688388677,76.63555697578938,48.67,17,ACO,
1761249187394753,1761249187.3947535,ACO,Server-11,1.0677288278572454,84.5588456594395,49.29,17,ACO,
1761249187421589,1761249187.4215891,ACO,Server-6,0.9316096150477073,65.10220903606496,18.05,16,ACO,
1761249187451280,1761249187.4512799,ACO,Server-4,1.0428878395377097,85.8082199347587,19.28,8,ACO,
1761249187480068,1761249187.4800677,ACO,Server-10,1.1773576872159295,85.91804018898151,16.26,7,ACO,
1761249187508231,1761249187.508231,ACO,Server-24,1.063630180987993,0.0,23.45,13,ACO,
1761249187536079,1761249187.5360792,ACO,Server-24,1.0230748306999964,8.63,8.63,14,ACO,
1761249187564708,1761249187.5647075,ACO,Server-24,1.0036455768000236,27.89542102103677,23.54,15,ACO,
1761249187737125,1761249187.737125,ACO,Server-16,1.3674456030884,0.0,80.56,9,ACO,
